FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,GENDER,WORK_LIFE_BALANCE_SCORE,AGE_21 to 35,AGE_36 to 50,AGE_51 or more,AGE_Less than 20
4,5,3,3,8,6,1,3,1,6,5,1,0,7,0,7,1,8,2,9,1,641,1,0,0,0
3,0,0,1,5,2,1,5,1,7,5,10,10,7,10,0,1,4,8,6,1,670,1,0,0,0
4,3,1,4,5,10,5,2,1,4,4,1,2,10,0,3,1,4,4,10,1,660.3,0,0,0,1
0,4,0,4,0,1,0,0,2,0,0,2,0,5,10,0,2,2,0,1,0,540.5,1,0,0,0
1,4,0,2,1,1,3,0,1,3,1,1,2,8,4,2,2,1,1,6,1,593.6,1,0,0,0
3,1,6,3,3,4,2,0,2,9,7,2,2,8,0,0,2,10,1,8,1,663.5,0,0,1,0
2,3,3,2,10,1,2,1,2,4,2,4,1,5,7,4,1,2,1,4,1,580,0,1,0,0
1,0,10,1,10,10,3,5,1,7,2,7,5,6,0,1,2,2,5,10,0,715.1,0,0,0,1
1,4,3,10,6,8,5,2,2,3,2,8,5,6,2,4,2,10,4,4,0,659.2,0,1,0,0
1,3,8,3,7,4,4,5,2,3,0,7,1,6,5,0,2,6,6,9,1,657.3,1,0,0,0
3,1,5,8,7,8,10,5,1,6,3,8,5,7,2,2,1,2,1,9,1,698.5,0,0,0,1
2,5,4,3,7,6,2,0,2,8,7,4,1,7,0,1,2,2,6,3,1,636.5,0,0,1,0
4,3,3,8,5,10,10,5,2,9,6,6,8,7,10,1,2,4,7,7,1,701.5,0,0,1,0
4,1,6,8,4,8,7,2,1,7,2,6,3,8,5,1,2,8,3,5,1,698.3,1,0,0,0
4,4,10,4,0,5,6,0,1,3,2,6,0,6,0,3,2,8,1,10,1,662.2,1,0,0,0
1,1,10,10,3,10,5,2,1,2,1,8,10,5,0,2,2,5,3,10,0,706.6,0,0,0,1
4,2,5,4,5,10,5,3,1,10,4,10,4,7,0,6,2,5,2,8,1,705.7,0,1,0,0
1,4,10,5,10,6,8,4,2,4,5,4,10,8,5,2,2,7,4,10,0,692.8,0,0,1,0
5,2,3,5,10,10,10,1,1,7,3,3,2,4,10,0,2,10,3,10,0,695.2,0,0,0,1
4,2,2,5,4,10,3,2,1,8,4,7,1,6,0,2,2,6,9,7,1,696.4,0,0,1,0
2,4,5,4,4,10,1,2,1,6,2,4,7,7,0,1,2,2,3,3,0,660.3,0,0,0,1
5,2,10,2,5,5,2,5,2,10,2,10,2,8,0,0,2,7,1,10,1,700.8,0,1,0,0
1,2,10,3,7,5,5,1,1,5,4,4,3,8,10,2,2,5,1,4,1,652,1,0,0,0
5,3,2,10,7,10,7,5,2,6,3,8,1,7,7,5,2,10,3,3,1,681.5,0,0,1,0
5,4,10,7,3,10,3,1,1,7,1,8,1,6,0,3,1,6,1,5,1,664.3,1,0,0,0
2,1,5,4,3,6,3,1,1,3,5,1,4,8,3,2,2,7,4,5,1,659.9,1,0,0,0
1,5,4,3,8,4,2,1,2,4,1,3,0,7,10,10,2,0,2,7,1,578.5,0,0,0,1
2,1,1,3,2,5,10,5,2,5,1,10,3,7,0,1,2,10,4,10,0,687,0,0,1,0
0,4,1,5,8,10,2,4,2,1,4,6,5,6,0,8,2,6,2,0,1,628.2,1,0,0,0
0,4,1,5,8,10,2,2,2,1,2,6,5,7,0,7,2,6,2,0,1,621.6,1,0,0,0
4,2,10,5,3,7,2,3,2,7,5,4,2,8,0,1,2,6,8,4,1,682.6,1,0,0,0
0,4,0,5,4,10,1,0,1,7,0,7,4,5,0,0,1,1,0,0,1,607.8,1,0,0,0
4,2,5,2,5,5,3,0,1,4,4,7,4,7,0,6,2,7,2,10,0,671.1,1,0,0,0
0,4,0,5,4,10,1,0,1,7,0,7,4,5,0,0,1,1,0,0,1,607.8,1,0,0,0
3,1,9,3,10,3,1,0,2,1,1,3,1,7,0,1,2,3,3,4,0,634.6,0,1,0,0
3,1,8,2,5,2,1,0,2,1,1,4,0,7,0,1,2,3,2,3,0,617.8,0,1,0,0
1,3,7,7,4,8,1,5,1,7,2,7,5,5,8,2,2,4,4,6,1,670.7,1,0,0,0
5,2,8,8,2,10,7,3,2,4,2,10,3,8,10,5,2,6,4,3,1,670.2,0,0,0,1
4,1,2,6,7,6,1,2,1,4,5,7,3,8,4,1,1,2,4,4,1,656,0,0,0,1
5,1,2,9,8,7,6,2,1,5,2,7,2,8,0,1,2,6,4,6,1,705.3,0,0,0,1
2,2,10,10,10,10,5,2,2,10,10,7,2,7,0,6,2,6,3,7,1,708.5,0,0,0,1
1,1,1,5,2,10,6,1,1,5,2,7,8,7,0,1,1,5,1,6,0,659.2,0,0,0,1
3,4,2,5,7,10,3,2,2,3,0,10,0,8,10,4,2,3,1,2,0,619.2,1,0,0,0
3,3,9,2,3,10,4,2,1,8,6,10,10,6,4,1,2,10,10,8,1,725.9,1,0,0,0
1,4,4,4,2,5,2,1,1,7,2,6,1,8,10,5,2,2,1,4,0,613.3,1,0,0,0
4,3,1,7,10,4,3,5,2,7,3,8,0,6,7,1,1,1,2,10,1,642.2,0,1,0,0
3,1,10,3,1,10,3,0,1,5,10,8,1,7,0,0,2,3,4,5,1,690,0,1,0,0
5,4,7,3,4,5,3,0,2,10,7,10,10,8,0,0,2,4,8,10,1,702.5,0,0,1,0
5,1,8,6,5,5,5,5,1,9,5,10,5,8,0,1,2,4,3,6,1,728,0,0,1,0
4,4,7,5,4,10,5,3,1,2,1,6,1,8,5,1,2,4,1,10,1,672.8,0,1,0,0
1,4,5,1,7,10,2,5,2,8,2,2,0,7,5,4,2,2,0,3,1,620.8,1,0,0,0
3,2,8,10,10,4,4,5,1,8,5,6,3,7,2,4,2,7,9,10,1,728.7,0,1,0,0
2,5,4,5,10,10,8,1,1,6,6,8,3,7,0,1,2,6,9,5,0,703.6,0,1,0,0
1,5,10,10,7,10,3,5,2,2,0,1,2,6,7,2,2,10,1,1,1,640.8,0,1,0,0
2,2,5,3,10,5,2,3,1,5,3,2,5,8,0,1,2,6,5,7,0,683.9,0,0,1,0
1,2,5,10,10,10,3,2,2,2,2,4,5,7,4,1,2,4,4,3,1,658.6,1,0,0,0
5,2,4,10,10,10,5,5,1,5,6,10,5,8,1,10,2,5,1,5,1,716.1,0,1,0,0
4,3,3,4,2,5,3,2,1,3,1,7,0,5,5,1,2,6,2,4,0,640.1,1,0,0,0
3,1,3,9,5,10,4,4,1,9,5,4,5,8,9,6,1,5,8,10,1,686,0,1,0,0
3,5,2,5,10,6,1,1,2,5,8,9,1,7,5,0,1,10,0,1,1,629,0,0,1,0
3,1,4,4,5,6,5,5,1,6,1,4,7,7,10,3,1,7,4,7,0,662,1,0,0,0
3,2,5,5,3,5,6,0,1,8,2,4,3,8,0,2,2,5,3,3,1,665.6,1,0,0,0
2,2,5,5,8,10,5,5,2,4,4,5,3,8,0,2,1,5,2,5,1,660.7,1,0,0,0
5,0,10,7,4,6,3,3,1,6,5,10,10,6,4,0,2,7,7,10,0,739.5,0,1,0,0
5,4,10,10,6,10,4,0,1,5,3,2,0,7,0,3,1,6,4,0,1,658.2,0,1,0,0
4,3,10,10,10,5,7,5,1,8,5,10,10,7,5,1,1,10,6,10,0,741.4,1,0,0,0
2,2,10,10,10,10,10,5,2,6,10,4,10,6,0,0,1,5,8,10,0,731.5,1,0,0,0
1,1,7,5,10,4,5,5,1,9,1,2,1,9,4,4,2,3,5,7,1,682.4,1,0,0,0
2,2,6,3,3,6,0,5,2,4,1,8,0,6,8,1,2,5,1,10,0,638.8,0,1,0,0
3,2,4,8,3,6,3,5,1,8,2,9,2,8,0,1,2,3,3,9,1,698.9,1,0,0,0
5,3,10,8,10,6,7,5,2,9,6,9,5,7,1,2,2,9,6,10,0,739.5,1,0,0,0
2,3,2,3,1,7,2,5,1,5,1,2,1,7,0,1,1,2,2,10,1,634.4,1,0,0,0
3,4,5,10,10,10,10,5,1,9,3,6,5,7,0,0,1,10,3,10,0,727,1,0,0,0
4,4,10,5,10,5,1,5,1,8,0,5,0,8,5,9,2,3,3,7,1,667.5,0,0,1,0
2,1,10,5,10,10,9,5,2,10,5,5,3,8,2,1,2,10,8,10,1,737.2,1,0,0,0
2,3,3,4,10,3,0,5,1,2,1,3,0,8,0,10,1,2,1,10,1,622.9,1,0,0,0
0,5,0,3,2,2,2,0,2,7,0,4,1,9,0,1,1,4,0,8,1,582.5,1,0,0,0
2,4,2,4,2,6,2,0,2,8,3,5,10,7,0,4,2,3,1,0,0,623.1,0,1,0,0
2,2,1,3,4,10,0,1,1,8,0,1,1,7,6,2,2,5,1,8,1,635.9,0,1,0,0
0,3,5,6,3,4,1,0,1,6,3,2,2,7,4,6,1,10,1,6,0,614,1,0,0,0
5,3,3,3,3,5,2,5,1,8,4,7,1,8,3,8,2,4,2,6,1,664.5,1,0,0,0
2,2,10,10,8,9,4,5,1,6,4,3,3,6,0,1,2,7,7,7,0,721.1,1,0,0,0
1,4,0,3,10,4,5,5,1,6,7,10,5,6,6,2,1,2,6,8,1,663,0,1,0,0
2,4,2,2,0,2,1,0,2,5,1,2,1,8,10,1,1,4,0,3,0,556.4,0,1,0,0
2,3,5,1,3,10,5,5,2,8,3,7,10,8,0,0,2,2,1,10,0,684.9,1,0,0,0
3,3,10,5,6,10,5,4,1,9,4,9,7,7,0,2,2,10,9,6,1,739.5,0,0,1,0
3,2,4,9,4,8,3,5,2,8,0,4,1,8,2,1,2,2,1,5,0,658.8,0,1,0,0
4,5,4,5,10,10,10,4,2,10,7,10,7,7,4,3,2,10,4,3,1,710.8,1,0,0,0
0,5,1,3,2,2,0,0,2,3,2,1,10,6,5,10,1,0,0,0,1,537.1,1,0,0,0
4,1,10,10,8,10,6,2,2,2,4,10,4,8,0,0,2,6,5,10,0,722.9,0,0,0,1
2,1,1,5,2,5,1,3,1,0,0,1,0,8,4,0,1,0,0,5,1,600.4,1,0,0,0
2,2,2,3,10,2,10,5,1,7,5,4,6,5,10,6,2,10,5,7,0,682,0,1,0,0
1,0,1,3,1,10,3,5,2,4,1,3,1,7,10,1,1,2,2,7,1,607.4,1,0,0,0
2,2,8,8,5,6,7,5,2,8,3,4,10,7,0,1,1,3,6,5,0,680.7,1,0,0,0
4,2,10,10,10,10,5,5,1,9,5,9,2,7,0,1,2,10,6,10,1,761.6,1,0,0,0
1,2,2,10,8,10,4,5,1,9,4,5,3,6,3,1,2,2,4,3,1,689.2,1,0,0,0
2,3,10,10,2,4,7,5,1,5,5,2,1,7,0,2,1,10,1,5,0,673.5,1,0,0,0
1,5,10,3,4,2,3,5,1,7,2,4,5,7,0,9,2,10,1,10,0,667.1,0,0,1,0
1,3,6,5,1,2,3,5,1,9,5,8,2,8,3,2,2,4,2,5,1,668.1,1,0,0,0
1,3,6,9,8,10,6,5,1,5,2,6,4,7,0,1,2,8,2,4,0,703.2,1,0,0,0
4,2,4,3,5,8,5,2,2,8,6,6,7,7,0,5,2,6,1,7,1,676,0,1,0,0
4,2,4,3,6,10,5,5,1,6,5,3,3,8,0,4,2,10,2,3,0,696,1,0,0,0
2,3,6,6,4,5,6,3,1,7,1,5,2,7,0,6,2,4,1,3,1,657.1,1,0,0,0
2,2,10,10,10,10,4,5,2,10,3,8,2,7,0,1,1,2,1,4,1,683.2,1,0,0,0
1,2,3,7,2,5,6,4,2,7,4,3,10,7,0,1,2,5,3,5,0,668.6,1,0,0,0
2,3,5,4,6,8,8,2,1,9,6,7,10,6,0,1,1,8,7,7,0,703.2,1,0,0,0
2,4,5,6,10,10,10,0,2,1,1,2,5,5,10,2,2,10,1,2,0,634,0,1,0,0
3,3,4,8,8,7,5,3,2,5,2,5,4,7,4,3,2,4,3,6,0,660.5,1,0,0,0
4,4,3,3,2,5,0,5,2,3,0,5,0,10,0,0,1,3,2,10,1,625.4,0,0,1,0
5,2,4,2,2,4,5,5,1,3,2,3,4,8,0,0,2,10,2,10,1,690.9,0,0,0,1
3,1,10,7,8,8,3,5,1,7,4,10,3,7,0,3,2,10,1,1,1,717.6,1,0,0,0
2,4,3,10,10,10,10,2,2,6,8,3,10,6,0,0,2,10,8,8,1,719.4,0,0,1,0
2,5,5,7,10,3,6,5,1,10,1,8,10,9,0,1,2,10,2,10,1,724.4,1,0,0,0
5,3,10,5,6,8,2,5,1,3,1,10,0,8,0,1,2,5,3,10,1,707.6,1,0,0,0
1,3,4,5,8,8,5,4,1,7,2,7,4,7,0,2,2,7,3,10,0,698.3,1,0,0,0
1,3,10,5,7,8,6,4,1,7,2,6,4,7,0,2,2,6,2,10,0,703.2,1,0,0,0
0,2,10,5,10,10,10,5,1,8,6,2,4,7,0,1,2,10,3,3,1,721.1,1,0,0,0
2,2,3,4,10,4,3,2,1,5,4,10,10,6,4,1,2,2,4,10,1,690.2,0,1,0,0
3,1,4,10,10,10,4,3,1,8,2,10,5,7,0,2,2,4,10,7,1,732.9,0,1,0,0
4,1,3,4,9,5,7,2,1,8,4,8,5,6,1,1,2,7,7,7,1,713.6,0,0,1,0
5,3,10,7,3,5,1,5,1,6,1,10,3,8,0,2,2,10,2,10,1,714.4,0,0,1,0
4,2,10,5,7,10,2,1,2,3,1,3,4,9,0,0,2,3,3,10,0,675.8,0,0,0,1
2,1,1,5,5,7,6,1,1,6,2,7,0,8,5,1,2,5,2,6,0,662.8,1,0,0,0
1,4,3,4,5,8,2,2,2,5,2,8,10,8,10,3,2,5,1,3,1,630.7,0,1,0,0
3,2,6,10,3,10,5,0,1,3,3,10,2,7,0,10,2,4,2,10,0,678.5,0,1,0,0
4,2,6,4,3,3,2,4,1,4,2,5,4,9,4,0,2,6,2,4,1,669.4,0,0,1,0
4,2,10,6,5,5,3,5,1,7,1,8,2,8,0,1,1,7,6,10,1,702.1,1,0,0,0
4,3,7,4,10,10,6,5,1,9,1,10,10,7,0,2,2,7,7,10,1,748.2,0,0,1,0
0,3,2,6,1,10,1,3,2,5,6,5,10,9,0,0,1,4,0,8,1,643.9,1,0,0,0
3,1,0,0,5,8,7,4,1,5,6,5,5,7,6,5,2,6,6,9,0,682.6,1,0,0,0
2,4,5,5,5,4,7,5,1,5,4,10,0,6,0,2,1,4,4,8,1,668.1,0,0,1,0
4,3,7,2,5,2,8,1,1,7,8,2,5,9,7,1,2,8,8,8,1,690.9,0,1,0,0
5,3,8,9,7,8,9,1,1,8,5,3,8,7,10,2,2,7,8,10,1,717.9,1,0,0,0
5,2,10,3,10,8,2,2,1,7,3,8,5,8,0,1,2,4,5,10,1,720.8,0,1,0,0
1,2,4,7,3,9,9,5,1,8,2,10,1,7,0,0,2,10,1,2,0,702.3,0,0,0,1
2,5,7,10,10,3,7,4,1,5,1,2,10,6,5,2,2,10,1,6,0,686.9,1,0,0,0
2,5,7,4,10,5,2,4,1,5,1,7,10,6,0,3,1,10,2,10,1,679.4,1,0,0,0
5,1,8,6,10,10,6,3,1,8,5,8,1,7,0,2,2,10,8,10,0,749.5,1,0,0,0
3,2,4,10,4,7,2,3,1,7,4,8,3,7,1,1,2,3,3,3,1,684.9,1,0,0,0
4,1,10,10,8,5,7,4,1,8,2,8,10,8,0,1,2,10,3,10,1,754.8,0,1,0,0
0,4,3,3,2,4,0,1,1,2,0,7,0,7,0,4,2,5,1,6,1,615,1,0,0,0
2,1,1,6,6,10,0,5,2,3,2,2,5,7,0,1,2,2,1,1,0,642.9,0,0,1,0
4,3,0,0,1,10,7,0,2,6,2,5,0,8,0,1,1,7,2,10,1,630.1,0,0,0,1
3,2,8,4,3,6,2,1,2,5,0,3,2,6,5,0,2,6,3,4,0,632.7,1,0,0,0
3,5,1,6,4,2,0,0,2,6,0,1,3,7,10,1,2,3,0,5,1,584.9,0,1,0,0
1,2,3,1,1,3,3,0,2,1,1,1,1,7,0,10,2,3,0,10,0,584.9,0,1,0,0
1,2,3,4,2,2,1,1,2,7,2,7,2,7,0,9,2,3,2,8,1,616.7,0,1,0,0
3,1,4,10,10,7,10,5,2,7,10,5,10,8,3,0,2,10,8,10,1,750.8,0,0,1,0
3,5,2,2,5,5,2,0,1,8,3,5,0,8,2,1,2,3,1,2,0,630.1,1,0,0,0
3,4,6,5,10,10,10,5,2,8,8,7,10,6,7,1,2,6,10,10,0,727,1,0,0,0
4,4,4,4,4,8,5,5,2,5,3,2,3,7,2,7,1,4,1,3,1,620.8,1,0,0,0
3,2,7,4,5,5,4,3,2,0,3,7,3,7,0,1,1,2,6,8,1,645.6,0,1,0,0
3,1,6,1,10,5,3,1,2,2,2,3,2,10,0,0,2,5,3,10,0,662.4,1,0,0,0
2,2,2,7,10,7,2,2,2,7,5,1,4,9,5,1,2,5,1,9,1,660.1,0,0,1,0
5,5,10,1,2,6,0,0,1,5,1,10,0,8,0,1,1,10,2,5,1,648.1,1,0,0,0
2,3,3,3,3,2,3,2,2,5,3,1,7,7,7,8,2,3,1,9,0,608.7,0,1,0,0
3,3,3,3,3,10,3,2,2,5,1,1,7,7,7,7,2,3,1,9,0,624,0,1,0,0
5,2,8,10,10,8,3,5,1,8,8,10,2,8,0,1,2,3,8,10,1,753.5,1,0,0,0
3,4,4,8,8,10,3,5,1,3,0,6,2,6,0,10,2,2,1,7,1,662.2,1,0,0,0
2,5,4,6,10,10,3,2,1,1,2,7,3,6,7,8,1,6,3,3,0,626.7,0,0,0,1
2,2,10,10,10,3,10,5,2,8,8,10,10,8,0,2,2,10,8,10,1,756.9,0,1,0,0
5,3,5,5,10,3,5,5,1,2,5,7,3,7,1,5,1,8,4,5,1,677.9,0,0,1,0
4,3,10,5,4,10,6,3,1,7,2,3,3,8,4,5,2,10,3,10,1,699.4,0,1,0,0
3,0,7,0,3,10,0,0,1,7,1,10,0,8,10,0,2,0,0,7,0,648.1,1,0,0,0
5,3,2,1,2,5,1,1,1,8,1,10,4,8,0,3,2,8,3,10,0,677,0,0,0,1
2,4,6,4,3,7,5,5,1,9,2,10,1,8,10,3,2,7,3,5,1,671.9,1,0,0,0
3,3,5,2,3,2,3,5,1,5,1,6,2,6,0,7,2,3,0,5,1,641.8,0,1,0,0
4,5,6,2,3,1,0,2,2,1,3,1,10,8,10,2,2,10,2,4,1,615.7,0,1,0,0
3,4,3,4,3,6,5,1,2,2,1,5,2,6,5,6,2,5,0,5,1,607.6,1,0,0,0
3,2,6,5,2,8,2,2,1,5,3,9,1,7,0,4,2,4,1,5,1,666.4,1,0,0,0
3,3,4,4,5,8,3,2,2,7,2,2,2,8,8,9,2,2,0,8,0,617.6,0,1,0,0
2,1,5,5,2,5,3,5,1,9,1,9,1,7,1,1,2,3,2,5,0,678.3,1,0,0,0
2,2,10,10,8,5,8,3,1,7,2,10,3,7,3,1,2,9,2,7,1,717.6,1,0,0,0
2,2,10,10,8,5,8,3,1,7,2,10,3,7,3,1,2,9,2,7,1,717.6,1,0,0,0
3,3,7,3,5,5,1,2,2,3,3,4,1,7,5,5,2,7,1,1,1,617.8,1,0,0,0
5,1,3,10,6,6,0,0,1,4,2,5,1,10,10,1,1,5,5,10,0,656,1,0,0,0
4,2,0,2,7,3,5,5,1,6,2,7,5,7,4,0,2,2,6,10,1,686.4,0,0,1,0
2,2,10,10,8,5,8,3,1,7,2,10,3,7,3,1,2,9,2,7,1,717.6,1,0,0,0
1,4,3,5,3,5,10,5,2,2,8,5,10,9,0,2,2,3,2,10,1,677.9,1,0,0,0
1,3,3,10,7,5,3,2,1,2,6,7,5,5,0,2,1,7,3,3,0,655.4,1,0,0,0
3,2,10,5,10,6,10,5,1,9,4,5,5,7,1,3,2,10,1,6,1,726.8,0,1,0,0
2,2,0,1,0,4,0,0,2,0,1,3,0,4,5,0,1,0,1,0,1,543.9,0,0,1,0
3,1,10,6,2,6,6,2,1,8,2,10,3,7,0,3,2,3,2,3,0,688.7,1,0,0,0
1,5,0,4,5,10,5,2,1,5,3,5,5,6,5,5,1,6,2,10,1,634.8,0,0,1,0
1,2,6,8,4,10,5,5,1,9,1,6,1,8,0,1,2,10,1,8,1,706.8,0,1,0,0
5,2,6,10,6,5,4,4,2,8,3,3,10,9,0,1,2,8,3,10,1,713.2,0,1,0,0
3,1,5,4,3,3,4,0,1,7,2,4,1,8,0,1,2,0,2,7,1,653.7,0,0,1,0
3,1,0,4,10,4,3,3,1,5,3,5,1,6,10,1,1,2,3,7,1,634.8,0,1,0,0
1,5,0,3,1,2,1,0,2,2,1,2,10,8,10,10,1,0,0,5,0,541.1,1,0,0,0
1,5,6,10,8,10,6,3,2,3,3,1,5,8,10,10,2,10,1,10,0,646.3,0,1,0,0
2,1,8,4,2,4,5,0,2,8,2,9,2,6,0,0,2,3,3,7,0,657.7,1,0,0,0
4,3,3,3,10,10,5,3,2,3,3,4,1,6,0,2,1,2,1,5,1,634.6,0,0,1,0
1,1,7,10,10,10,5,1,1,5,6,5,10,7,3,2,1,9,2,2,1,691.1,0,1,0,0
3,3,3,7,6,10,6,4,1,5,4,8,7,6,10,5,2,6,3,6,0,683,0,1,0,0
3,3,10,4,4,5,2,2,1,3,4,3,3,7,2,1,1,5,2,3,1,641.4,1,0,0,0
1,4,4,3,1,4,1,1,1,1,1,5,7,4,4,10,1,3,3,0,1,578.3,0,0,0,1
3,2,9,10,10,3,10,5,1,4,8,5,5,7,0,1,2,6,6,8,1,737,0,1,0,0
3,3,2,5,6,10,1,3,2,6,7,3,6,7,4,1,2,7,2,5,0,661.8,0,1,0,0
4,3,1,4,6,10,2,3,2,6,5,3,6,7,4,2,2,6,2,5,0,656.7,0,1,0,0
2,1,5,6,5,8,3,2,2,0,1,5,0,9,0,0,1,4,0,6,1,628.6,1,0,0,0
4,2,7,4,5,2,2,1,1,7,3,5,5,7,0,4,2,10,7,2,0,679.2,1,0,0,0
3,3,3,5,10,10,1,4,1,5,2,10,0,7,10,1,2,5,0,2,1,661.5,0,1,0,0
2,2,1,2,1,3,1,0,2,5,1,4,2,8,10,7,2,4,2,3,0,580.6,0,1,0,0
2,1,10,5,10,3,6,3,2,8,4,5,10,8,0,1,2,5,6,10,1,711.7,0,0,1,0
5,1,5,6,3,10,10,2,2,8,1,3,1,6,5,3,2,4,1,3,1,656.5,0,0,0,1
3,3,10,2,3,10,4,0,1,2,4,10,0,8,1,6,1,5,1,5,1,644.7,0,1,0,0
2,2,5,1,2,10,3,1,1,7,3,4,5,7,0,2,2,3,3,8,0,667.1,0,1,0,0
2,4,10,10,10,10,10,4,1,8,4,1,5,8,9,6,1,10,5,10,1,699,0,0,1,0
2,3,7,3,8,5,0,1,1,5,1,10,4,7,7,2,2,3,3,7,0,656.4,1,0,0,0
4,2,5,10,10,10,3,5,2,8,3,8,5,9,0,0,2,10,2,7,1,724.4,0,1,0,0
2,4,10,5,6,5,5,5,2,7,3,6,5,7,10,3,2,10,3,10,0,674.3,1,0,0,0
3,2,6,10,10,10,10,0,2,8,6,5,10,6,3,0,1,10,3,8,0,701.1,0,0,0,1
3,0,6,10,6,6,10,5,1,6,5,10,10,9,0,1,2,10,5,10,1,765.6,1,0,0,0
3,2,3,5,4,2,2,2,1,5,5,5,10,7,7,1,1,9,3,8,1,658.8,0,0,1,0
1,3,10,8,0,10,2,0,1,6,5,6,5,7,0,1,2,2,6,4,0,676,1,0,0,0
2,4,0,7,3,10,4,2,1,2,0,9,1,9,10,1,1,8,1,1,0,622.6,1,0,0,0
1,2,10,3,10,10,7,4,2,2,2,10,2,3,0,2,2,10,2,7,0,686.2,0,1,0,0
1,5,4,1,4,2,10,1,2,9,2,2,1,8,0,8,1,3,2,10,0,604,0,1,0,0
2,2,1,3,2,5,0,0,1,1,2,3,3,6,2,3,1,1,3,5,0,597,0,0,0,1
5,2,4,8,9,5,5,5,1,8,3,5,5,8,0,3,2,3,3,6,1,708.3,0,1,0,0
4,4,2,4,5,10,1,3,1,7,0,6,1,5,0,3,2,1,0,10,1,656.9,0,0,1,0
5,2,8,2,4,2,9,5,1,3,2,8,0,8,0,7,2,7,2,10,0,690.2,0,1,0,0
1,2,0,1,3,10,0,0,1,3,0,2,0,8,0,2,1,2,3,3,1,598.9,1,0,0,0
0,2,9,3,1,2,2,0,2,5,0,7,3,6,0,1,2,3,0,4,1,614.8,0,1,0,0
1,2,4,5,5,4,7,1,2,7,6,3,8,7,10,2,2,6,2,5,1,643.1,1,0,0,0
2,5,6,10,10,10,2,5,2,9,3,1,0,6,2,1,2,4,1,1,1,654.4,0,1,0,0
0,3,3,0,1,2,2,1,1,9,6,7,5,8,0,1,1,2,1,8,0,630.5,0,0,1,0
2,4,10,7,10,10,10,5,2,8,3,10,3,8,0,10,2,10,0,4,0,699.1,0,1,0,0
1,2,9,3,3,10,2,2,2,5,0,7,5,7,10,3,2,2,2,5,0,630.3,0,1,0,0
1,3,1,6,8,10,4,1,2,6,8,4,2,6,10,2,2,2,0,1,0,621,0,1,0,0
5,5,2,2,5,3,5,3,2,3,4,10,10,7,10,5,1,3,7,10,1,636,0,0,0,1
4,3,3,5,2,6,3,1,1,5,0,10,1,8,4,5,1,2,3,2,1,624.3,1,0,0,0
4,2,3,5,7,10,3,2,2,5,8,2,8,8,7,4,2,5,3,7,1,666.9,0,1,0,0
3,5,6,4,4,10,4,5,1,6,5,8,3,8,10,8,2,10,3,2,0,668.1,0,0,0,1
2,1,6,2,2,4,1,1,1,3,3,4,2,6,0,6,2,3,1,5,0,631.2,1,0,0,0
1,2,1,2,5,10,5,1,1,4,7,10,5,4,0,2,2,4,1,5,0,667.7,0,1,0,0
3,4,10,5,10,10,7,4,1,3,5,7,2,4,10,2,1,10,2,10,0,680.7,0,0,0,1
4,2,9,5,4,4,5,0,2,6,1,1,5,7,0,4,2,5,2,5,1,646.1,0,1,0,0
2,1,9,6,1,2,5,2,1,8,5,9,1,8,0,0,2,5,2,6,0,688.7,0,0,1,0
4,3,3,5,0,10,2,2,1,4,1,8,1,7,0,1,2,7,1,10,0,673,0,1,0,0
5,3,4,9,9,7,6,5,1,6,5,5,10,7,10,0,2,10,8,7,1,728.5,0,0,1,0
2,1,7,3,2,4,4,1,2,7,3,8,2,6,0,0,2,5,3,7,0,657.5,1,0,0,0
5,5,5,3,3,3,5,0,1,8,5,10,5,5,2,1,2,1,5,10,1,674.7,1,0,0,0
3,1,8,8,10,9,3,5,2,5,5,10,5,7,7,1,2,6,1,10,0,705.7,0,1,0,0
1,3,8,5,1,2,2,1,1,4,1,5,2,7,0,6,1,2,2,6,1,612.9,0,0,0,1
0,2,2,3,10,10,0,2,2,2,0,3,0,9,5,2,1,2,5,0,1,595.9,0,1,0,0
2,3,10,6,5,6,4,5,2,4,4,4,5,5,2,1,2,4,5,5,1,668.4,1,0,0,0
1,5,4,3,6,5,5,2,2,5,5,5,5,8,6,6,2,6,8,4,1,636.9,1,0,0,0
1,5,4,2,3,2,0,2,2,8,1,5,3,6,3,7,1,2,1,0,1,568.5,1,0,0,0
5,1,10,10,5,4,10,2,1,6,2,3,5,7,0,2,2,6,5,10,1,721.3,0,1,0,0
5,1,7,3,10,5,3,5,1,7,1,5,3,7,0,0,2,10,6,10,1,725.1,0,0,1,0
1,3,10,2,1,10,4,3,2,5,1,7,1,4,1,5,2,10,1,4,0,641.6,0,0,0,1
3,1,5,0,10,10,3,5,2,8,2,8,2,8,0,0,2,10,2,10,1,703.8,0,1,0,0
1,2,1,5,2,4,2,1,2,9,5,4,7,8,1,5,2,7,4,8,0,648.6,1,0,0,0
5,3,10,4,4,10,3,1,2,1,1,6,3,7,5,2,2,10,1,2,0,650.5,0,0,1,0
